gene,num_reactions,num_subsystems,num_metabolites,is_bottleneck,is_central_metabolism,is_metabolic_go,is_kinase,is_essential,is_low_fitness_kuzmin,is_low_fitness_costanzo,is_low_fitness_either,min_fitness_kuzmin,min_fitness_costanzo,subsystems,norm_reactions,norm_metabolites,norm_subsystems,metabolic_score,category_score,composite_score
YJL130C,2,1,11,True,False,True,False,False,False,False,False,,,Pyrimidine metabolism,0.010416666612413195,0.12222222086419755,0.09999999000000101,0.2708333299042249,2,0.3895833309329574
YCL030C,3,1,10,True,False,True,False,False,False,False,False,,,Histidine metabolism,0.015624999918619792,0.11111110987654323,0.09999999000000101,0.26958332993041123,2,0.3887083309512879
YNR012W,4,1,9,True,False,False,True,False,False,False,False,,,Pyrimidine metabolism,0.02083333322482639,0.0999999988888889,0.09999999000000101,0.26833332995659753,2,0.38783333096961825
YBR208C,2,1,10,True,False,True,False,False,False,False,False,,,Arginine biosynthesis,0.010416666612413195,0.11111110987654323,0.09999999000000101,0.26749999660792856,2,0.38724999762554996
YKL211C,2,1,10,True,False,True,False,False,False,False,False,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.010416666612413195,0.11111110987654323,0.09999999000000101,0.26749999660792856,2,0.38724999762554996
YGL234W,2,1,9,True,False,True,False,False,False,False,False,,,Purine metabolism,0.010416666612413195,0.0999999988888889,0.09999999000000101,0.26416666331163224,2,0.38491666431814253
YDR173C,4,1,7,True,False,False,True,False,False,False,False,,,Inositol phosphate metabolism,0.02083333322482639,0.07777777691358026,0.09999999000000101,0.26166666336400496,2,0.38316666435480345
YGR247W,4,2,10,True,True,False,False,False,False,False,False,,,Cyclic nucleotide metabolism; Purine metabolism,0.02083333322482639,0.11111110987654323,0.19999998000000202,0.4016666602528941,1,0.38116666217702583
YBR159W,7,1,17,True,True,False,False,False,False,False,False,,,Biosynthesis of unsaturated fatty acids,0.03645833314344618,0.18888888679012347,0.09999999000000101,0.4012499962944158,1,0.38087499740609104
YDR242W,5,5,12,True,False,False,False,False,False,False,False,,,Alternate carbon metabolism; Arginine and proline metabolism; Other; Phenylalanine metabolism; Tryptophan metabolism,0.026041666531032986,0.13333333185185187,0.499999950000005,0.40041665116797026,1,0.3802916558175791
YLR133W,2,1,7,True,False,False,True,False,False,False,False,,,Glycerophospholipid metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,2,0.38024999770332774
YGL156W,2,1,7,True,False,True,False,False,False,False,False,,,Fructose and mannose metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,2,0.38024999770332774
YHR144C,2,1,7,True,False,True,False,False,False,False,False,,,Pyrimidine metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,2,0.38024999770332774
YBR213W,2,1,7,True,False,True,False,False,False,False,False,,,Porphyrin and chlorophyll metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,2,0.38024999770332774
YMR062C,2,1,7,True,False,True,False,False,False,False,False,,,Arginine biosynthesis,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,2,0.38024999770332774
YNR027W,2,1,7,True,False,False,True,False,False,False,False,,,Vitamin b6 metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,2,0.38024999770332774
YDR400W,2,1,6,True,False,True,False,False,False,False,False,,,Pyrimidine metabolism,0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,2,0.3779166643959203
YBR248C,1,1,6,True,False,True,False,False,False,False,False,,,Histidine metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,2,0.37645833107018245
YER170W,2,1,5,True,False,False,True,False,False,False,False,,,Purine metabolism,0.010416666612413195,0.05555555493827161,0.09999999000000101,0.2508333301264471,2,0.37558333108851294
YKL001C,1,1,5,True,False,False,True,False,False,False,False,,,Sulfur metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YGR194C,1,1,5,True,False,False,True,False,False,False,False,,,Pentose and glucuronate interconversions,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YBR020W,1,1,5,True,False,False,True,False,False,False,False,,,Galactose metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YNL129W,1,1,5,True,False,False,True,False,False,False,False,,,Nicotinate and nicotinamide metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YEL029C,1,1,5,True,False,False,True,False,False,False,False,,,Vitamin b6 metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YDR009W,1,1,5,True,False,False,True,False,False,False,False,,,Galactose metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YHR025W,1,1,5,True,False,False,True,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YHL032C,1,1,5,True,False,False,True,False,False,False,False,,,Glycerolipid metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YDR315C,1,1,5,True,False,False,True,False,False,False,False,,,Inositol phosphate metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,2,0.3741249977627751
YPR001W,2,2,8,True,True,False,False,False,False,False,False,,,Citrate cycle (TCA cycle); Propanoate metabolism,0.010416666612413195,0.08888888790123459,0.19999998000000202,0.39083332701533624,1,0.3735833289107353
YGR244C,2,2,8,True,True,False,False,False,False,False,False,,,C5-branched dibasic acid metabolism; Citrate cycle (TCA cycle),0.010416666612413195,0.08888888790123459,0.19999998000000202,0.39083332701533624,1,0.3735833289107353
YOR142W,2,2,8,True,True,False,False,False,False,False,False,,,C5-branched dibasic acid metabolism; Citrate cycle (TCA cycle),0.010416666612413195,0.08888888790123459,0.19999998000000202,0.39083332701533624,1,0.3735833289107353
YDR503C,20,1,35,True,False,False,False,False,False,False,False,,,Glycerolipid metabolism,0.10416666612413195,0.38888888456790127,0.09999999000000101,0.38833332882002347,1,0.3718333301740164
YDR284C,20,1,35,True,False,False,False,False,False,False,False,,,Glycerolipid metabolism,0.10416666612413195,0.38888888456790127,0.09999999000000101,0.38833332882002347,1,0.3718333301740164
YNR033W,1,1,4,True,False,True,False,False,False,False,False,,,Folate biosynthesis,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,2,0.3717916644553677
YER052C,1,1,4,True,False,False,True,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,2,0.3717916644553677
YIL162W,1,1,4,True,False,True,False,False,False,False,False,,,Starch and sucrose metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,2,0.3717916644553677
YDR300C,1,1,4,True,False,False,True,False,False,False,False,,,Arginine and proline metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,2,0.3717916644553677
YGR015C,5,1,14,True,True,False,False,False,False,False,False,,,Fatty acid ester pathway,0.026041666531032986,0.15555555382716052,0.09999999000000101,0.3870833297605617,1,0.37095833083239316
YMR008C,24,1,32,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.12499999934895833,0.35555555160493835,0.09999999000000101,0.38666666222106516,1,0.3706666635547456
YOL011W,24,1,32,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.12499999934895833,0.35555555160493835,0.09999999000000101,0.38666666222106516,1,0.3706666635547456
YIL099W,1,1,3,True,False,True,False,False,False,False,False,,,Starch and sucrose metabolism,0.005208333306206597,0.03333333296296297,0.09999999000000101,0.24208333021137185,2,0.36945833114796023
YDR001C,1,1,3,True,False,True,False,False,False,False,False,,,Starch and sucrose metabolism,0.005208333306206597,0.03333333296296297,0.09999999000000101,0.24208333021137185,2,0.36945833114796023
YPR184W,1,1,3,True,False,True,False,False,False,False,False,,,Starch and sucrose metabolism,0.005208333306206597,0.03333333296296297,0.09999999000000101,0.24208333021137185,2,0.36945833114796023
YJR153W,1,1,3,True,False,True,False,False,False,False,False,,,Pentose and glucuronate interconversions,0.005208333306206597,0.03333333296296297,0.09999999000000101,0.24208333021137185,2,0.36945833114796023
YLR284C,6,1,12,True,True,False,False,False,False,False,False,,,Fatty acid degradation,0.031249999837239584,0.13333333185185187,0.09999999000000101,0.38249999649045174,1,0.36774999754331616
YPR060C,1,1,2,True,False,True,False,False,False,False,False,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.005208333306206597,0.022222221975308647,0.09999999000000101,0.23874999691507554,2,0.36712499784055286
YER010C,2,2,5,True,True,False,False,False,False,False,False,,,C5-branched dibasic acid metabolism; Pyruvate metabolism,0.010416666612413195,0.05555555493827161,0.19999998000000202,0.38083332712644735,1,0.3665833289885131
YLR372W,4,1,12,True,True,False,False,False,False,False,False,,,Biosynthesis of unsaturated fatty acids,0.02083333322482639,0.13333333185185187,0.09999999000000101,0.3783333298454864,1,0.36483333089184045
YCR034W,4,1,12,True,True,False,False,False,False,False,False,,,Biosynthesis of unsaturated fatty acids,0.02083333322482639,0.13333333185185187,0.09999999000000101,0.3783333298454864,1,0.36483333089184045
YKL188C,15,1,35,True,False,False,False,False,False,False,False,,,"Transport [c, p]",0.07812499959309896,0.38888888456790127,0.09999999000000101,0.3779166622076103,1,0.36454166354532713
YPL147W,15,1,35,True,False,False,False,False,False,False,False,,,"Transport [c, p]",0.07812499959309896,0.38888888456790127,0.09999999000000101,0.3779166622076103,1,0.36454166354532713
YGR170W,16,1,34,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.08333333289930556,0.37777777358024694,0.09999999000000101,0.37666666223379663,1,0.3636666635636576
YNL117W,2,1,12,True,True,False,False,False,False,False,False,,,Pyruvate metabolism,0.010416666612413195,0.13333333185185187,0.09999999000000101,0.37416666320052117,1,0.3619166642403648
YAL054C,2,1,12,True,True,False,False,False,False,False,False,,,Pyruvate metabolism,0.010416666612413195,0.13333333185185187,0.09999999000000101,0.37416666320052117,1,0.3619166642403648
YER005W,10,3,19,True,False,False,False,False,False,False,False,,,"Purine metabolism; Pyrimidine metabolism; Transport [c, e]",0.05208333306206597,0.21111110876543213,0.299999970000003,0.37416665685445694,1,0.3619166597981198
YGL202W,5,4,12,True,False,False,False,False,False,False,False,,,"Cysteine and methionine metabolism; Lysine metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis; Tyrosine metabolism",0.026041666531032986,0.13333333185185187,0.39999996000000404,0.37041665416797,1,0.35929165791757894
YKR067W,16,1,32,True,False,False,False,False,False,False,False,,,Glycerolipid metabolism,0.08333333289930556,0.35555555160493835,0.09999999000000101,0.369999995641204,1,0.35899999694884277
YER061C,3,1,10,True,True,False,False,False,False,False,False,,,Fatty acid biosynthesis,0.015624999918619792,0.11111110987654323,0.09999999000000101,0.3695833299304112,1,0.3587083309512878
YBR026C,3,1,9,True,True,False,False,False,False,False,False,,,Biosynthesis of unsaturated fatty acids,0.015624999918619792,0.0999999988888889,0.09999999000000101,0.36624999663411495,1,0.3563749976438804
YKL055C,3,1,9,True,True,False,False,False,False,False,False,,,Fatty acid biosynthesis,0.015624999918619792,0.0999999988888889,0.09999999000000101,0.36624999663411495,1,0.3563749976438804
YOL151W,2,1,9,True,True,False,False,False,False,False,False,,,Pyruvate metabolism,0.010416666612413195,0.0999999988888889,0.09999999000000101,0.3641666633116323,1,0.35491666431814256
YER037W,7,3,17,True,False,False,False,False,False,False,False,,,Glycerolipid metabolism; Nicotinate and nicotinamide metabolism; Purine metabolism,0.03645833314344618,0.18888888679012347,0.299999970000003,0.3612499902944164,1,0.35287499320609145
YJL196C,2,1,8,True,True,False,False,False,False,False,False,,,Biosynthesis of unsaturated fatty acids,0.010416666612413195,0.08888888790123459,0.09999999000000101,0.360833330015336,1,0.3525833310107352
YBL015W,2,1,7,True,True,False,False,False,False,False,False,,,Pyruvate metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.35749999671903965,1,0.3502499977033277
YKL029C,2,1,7,True,True,False,False,False,False,False,False,,,Pyruvate metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.35749999671903965,1,0.3502499977033277
YJR121W,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YNL071W,1,1,6,True,True,False,False,False,False,False,False,,,Glycolysis / gluconeogenesis,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YPR020W,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YDR322C-A,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YML081C-A,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YKL016C,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YLR295C,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YDR377W,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YBL099W,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YPL078C,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
Q0130,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YPL271W,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YOL077W-A,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YER178W,1,1,6,True,True,False,False,False,False,False,False,,,Glycolysis / gluconeogenesis,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
Q0085,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YCR005C,1,1,6,True,True,False,False,False,False,False,False,,,Citrate cycle (TCA cycle),0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
Q0080,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YDR298C,1,1,6,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YGR193C,1,1,6,True,True,False,False,False,False,False,False,,,Glycolysis / gluconeogenesis,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YBR221C,1,1,6,True,True,False,False,False,False,False,False,,,Glycolysis / gluconeogenesis,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.3520833301002607,1,0.3464583310701825
YJR152W,13,1,28,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.06770833298068576,0.31111110765432104,0.09999999000000101,0.35041666248857095,1,0.34529166374199965
YDR508C,11,2,20,True,False,False,False,False,False,False,False,,,"Transport [c, e]; Transport [c, m]",0.05729166636827257,0.22222221975308645,0.19999998000000202,0.3495833264732356,1,0.3447083285312649
YDR272W,1,1,5,True,True,False,False,False,False,False,False,,,Pyruvate metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
YKR097W,1,1,5,True,True,False,False,False,False,False,False,,,Glycolysis / gluconeogenesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
YNL009W,1,1,5,True,True,False,False,False,False,False,False,,,Citrate cycle (TCA cycle),0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
YML120C,1,1,5,True,True,False,False,False,False,False,False,,,Oxidative phosphorylation,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
YOR040W,1,1,5,True,True,False,False,False,False,False,False,,,Pyruvate metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
YMR303C,1,1,5,True,True,False,False,False,False,False,False,,,Glycolysis / gluconeogenesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
YDL066W,1,1,5,True,True,False,False,False,False,False,False,,,Citrate cycle (TCA cycle),0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
YNL241C,1,1,5,True,True,False,False,False,False,False,False,,,Pentose phosphate pathway,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.34874999680396446,1,0.3441249977627751
